provider_id,provider_name,provider_type,specialty,state,network_status
PRV000358,Northstar Medical Center,Hospital,General Acute Care,MN,Out-of-Network
PRV000359,Blue Ridge Clinical Laboratory,Laboratory,Clinical Laboratory,MD,In-Network
PRV000360,Dr. Blake Morris,Physician,Cardiology,TX,In-Network
PRV000361,Dr. Cameron Ellis,Physician,Pulmonology,TX,In-Network
PRV000362,Gateway Surgery Center,Ambulatory Surgical Center,Ambulatory Surgery,NJ,In-Network
PRV000363,Dr. Blake Jordan,Physician,Primary Care,RI,In-Network
PRV000364,Dr. Emerson Price,Physician,Dermatology,AZ,In-Network
PRV000365,Lakeside Clinical Laboratory,Laboratory,Clinical Laboratory,NJ,In-Network
PRV000366,Blue Ridge Medical Clinic,Clinic,Primary Care,MA,Out-of-Network
PRV000367,Dr. Taylor King,Physician,Pulmonology,FL,In-Network
PRV000368,Blue Ridge Clinical Laboratory,Laboratory,Clinical Laboratory,FL,Out-of-Network
PRV000369,Northstar Urgent Care,Urgent Care,Urgent Care,OK,In-Network
PRV000370,Gateway Medical Clinic,Clinic,Women's Health,MD,In-Network
PRV000371,Evergreen Urgent Care,Urgent Care,Urgent Care,AL,In-Network
PRV000372,Blue Ridge Medical Clinic,Clinic,Multi-Specialty,CA,Out-of-Network
PRV000373,Blue Ridge Medical Clinic,Clinic,Women's Health,TX,Out-of-Network
PRV000374,Dr. Jordan Adams,Physician,Neurology,PA,In-Network
PRV000375,Riverside Medical Clinic,Clinic,Primary Care,FL,In-Network
PRV000376,Dr. Emerson Davis,Physician,Endocrinology,CA,Out-of-Network
PRV000377,Gateway Medical Center,Hospital,General Acute Care,NJ,Out-of-Network
PRV000378,Lakeside Urgent Care,Urgent Care,Urgent Care,MN,In-Network
PRV000379,Dr. Blake Adams,Physician,Pulmonology,IA,In-Network
PRV000380,Dr. Cameron Adams,Physician,Dermatology,GA,In-Network
PRV000381,Dr. Emerson Jordan,Physician,Pediatrics,CA,Out-of-Network
PRV000382,Dr. Avery Price,Physician,Primary Care,NC,In-Network
PRV000383,Dr. Parker King,Physician,Pediatrics,CT,In-Network
PRV000384,Dr. Avery Irwin,Physician,Dermatology,TN,In-Network
PRV000385,Riverside Medical Center,Hospital,General Acute Care,CA,In-Network
PRV000386,Blue Ridge Urgent Care,Urgent Care,Urgent Care,NY,In-Network
PRV000387,Heritage Medical Clinic,Clinic,Multi-Specialty,CA,In-Network
PRV000388,Dr. Riley Owens,Physician,Cardiology,UT,In-Network
PRV000389,Blue Ridge Medical Center,Hospital,General Acute Care,SC,Out-of-Network
PRV000390,Dr. Avery Owens,Physician,Cardiology,PA,Out-of-Network
PRV000391,Oak Valley Medical Center,Hospital,General Acute Care,NY,Out-of-Network
PRV000392,Dr. Casey Grant,Physician,OB/GYN,FL,Out-of-Network
PRV000393,Gateway Imaging Center,Imaging Center,Diagnostic Imaging,TX,In-Network
PRV000394,Dr. Parker Carter,Physician,Gastroenterology,LA,In-Network
PRV000395,Dr. Parker Jordan,Physician,Endocrinology,CA,In-Network
PRV000396,Lakeside Surgery Center,Ambulatory Surgical Center,Ambulatory Surgery,MN,Out-of-Network
PRV000397,Dr. Morgan Ellis,Physician,Cardiology,CA,In-Network
PRV000398,Northstar Surgery Center,Ambulatory Surgical Center,Ambulatory Surgery,MA,Out-of-Network
PRV000399,Dr. Jordan Davis,Physician,OB/GYN,NY,In-Network
PRV000400,Northstar Imaging Center,Imaging Center,Diagnostic Imaging,WA,In-Network
PRV000401,Gateway Urgent Care,Urgent Care,Urgent Care,MS,In-Network
PRV000402,Dr. Parker King,Physician,Primary Care,CA,In-Network
PRV000403,Lakeside Urgent Care,Urgent Care,Urgent Care,CA,In-Network
PRV000404,Summit Clinical Laboratory,Laboratory,Clinical Laboratory,AL,In-Network
PRV000405,Northstar Surgery Center,Ambulatory Surgical Center,Ambulatory Surgery,IL,Out-of-Network
PRV000406,Dr. Reese Bennett,Physician,Dermatology,MI,In-Network
PRV000407,Dr. Avery Jordan,Physician,Endocrinology,IN,Out-of-Network
PRV000408,Dr. Cameron Nelson,Physician,Endocrinology,OR,In-Network
PRV000409,Oak Valley Imaging Center,Imaging Center,Diagnostic Imaging,CA,In-Network
PRV000410,Dr. Taylor Davis,Physician,Endocrinology,MS,In-Network
PRV000411,Dr. Reese Hayes,Physician,Primary Care,TN,In-Network
PRV000412,Dr. Cameron Morris,Physician,Orthopedics,MA,In-Network
PRV000413,Heritage Medical Clinic,Clinic,Pediatrics,MN,In-Network
PRV000414,Lakeside Surgery Center,Ambulatory Surgical Center,Ambulatory Surgery,WA,In-Network
PRV000415,Pioneer Urgent Care,Urgent Care,Urgent Care,MA,In-Network
PRV000416,Dr. Hayden Irwin,Physician,Primary Care,MS,In-Network
PRV000417,Dr. Drew Hayes,Physician,Pediatrics,WI,In-Network
PRV000418,Dr. Jordan Price,Physician,Endocrinology,LA,In-Network
PRV000419,Dr. Emerson Adams,Physician,Dermatology,KS,In-Network
PRV000420,Dr. Taylor Morris,Physician,Cardiology,IA,In-Network
PRV000421,Dr. Morgan Hayes,Physician,Pulmonology,KS,In-Network
PRV000422,Cedar Grove Medical Center,Hospital,General Acute Care,OH,Out-of-Network
PRV000423,Dr. Hayden Hayes,Physician,Neurology,CA,In-Network
PRV000424,Dr. Quinn Owens,Physician,Pulmonology,IN,In-Network
PRV000425,Oak Valley Medical Clinic,Clinic,Women's Health,CA,In-Network
PRV000426,Dr. Drew Carter,Physician,Cardiology,AZ,Out-of-Network
PRV000427,Dr. Cameron King,Physician,Endocrinology,WY,In-Network
PRV000428,Dr. Parker Grant,Physician,Dermatology,WA,In-Network
PRV000429,Dr. Emerson Morris,Physician,Orthopedics,FL,In-Network
PRV000430,Lakeside Imaging Center,Imaging Center,Diagnostic Imaging,MO,In-Network
PRV000431,Dr. Hayden Nelson,Physician,Gastroenterology,PA,In-Network
PRV000432,Dr. Reese King,Physician,Neurology,NY,In-Network
PRV000433,Dr. Cameron Adams,Physician,Orthopedics,HI,In-Network
PRV000434,Lakeside Medical Center,Hospital,General Acute Care,WI,In-Network
PRV000435,Heritage Imaging Center,Imaging Center,Diagnostic Imaging,IL,In-Network
PRV000436,Dr. Reese Price,Physician,Pediatrics,MA,In-Network
PRV000437,Dr. Emerson Carter,Physician,Dermatology,KY,Out-of-Network
PRV000438,Dr. Reese Foster,Physician,Neurology,PA,Out-of-Network
PRV000439,Blue Ridge Medical Center,Hospital,General Acute Care,OH,In-Network
PRV000440,Dr. Reese King,Physician,Primary Care,NJ,Out-of-Network
PRV000441,Dr. Avery Hayes,Physician,Pediatrics,FL,In-Network
PRV000442,Dr. Parker Jordan,Physician,Endocrinology,NJ,In-Network
PRV000443,Gateway Medical Center,Hospital,General Acute Care,WA,In-Network
PRV000444,Dr. Quinn Hayes,Physician,Orthopedics,SC,In-Network
PRV000445,Evergreen Imaging Center,Imaging Center,Diagnostic Imaging,VA,In-Network
PRV000446,Heritage Medical Clinic,Clinic,Primary Care,CA,In-Network
PRV000447,Dr. Cameron Hayes,Physician,Pulmonology,WA,In-Network
PRV000448,Dr. Reese Irwin,Physician,OB/GYN,AL,In-Network
PRV000449,Dr. Taylor Grant,Physician,Neurology,CA,In-Network
PRV000450,Dr. Cameron Foster,Physician,Primary Care,FL,Out-of-Network
PRV000451,Dr. Cameron Adams,Physician,Gastroenterology,SC,In-Network
PRV000452,Cedar Grove Urgent Care,Urgent Care,Urgent Care,WI,Out-of-Network
PRV000453,Heritage Surgery Center,Ambulatory Surgical Center,Ambulatory Surgery,TX,Out-of-Network
PRV000454,Dr. Casey King,Physician,Dermatology,NY,In-Network
PRV000455,Dr. Riley Nelson,Physician,OB/GYN,NY,In-Network
PRV000456,Dr. Jordan Ellis,Physician,Orthopedics,FL,Out-of-Network
PRV000457,Riverside Medical Center,Hospital,General Acute Care,OH,In-Network
PRV000458,Dr. Skyler Price,Physician,Primary Care,PA,In-Network
PRV000459,Riverside Medical Clinic,Clinic,Pediatrics,MO,In-Network
PRV000460,Dr. Parker Morris,Physician,Orthopedics,KY,In-Network
PRV000461,Westfield Clinical Laboratory,Laboratory,Clinical Laboratory,IN,Out-of-Network
PRV000462,Blue Ridge Medical Center,Hospital,General Acute Care,FL,In-Network
PRV000463,Dr. Jordan Owens,Physician,Cardiology,OH,In-Network
PRV000464,Lakeside Medical Clinic,Clinic,Pediatrics,NM,Out-of-Network
PRV000465,Dr. Emerson Price,Physician,Pediatrics,WI,In-Network
PRV000466,Dr. Drew Nelson,Physician,Pediatrics,IL,In-Network
PRV000467,Oak Valley Medical Center,Hospital,General Acute Care,IA,In-Network
PRV000468,Oak Valley Medical Clinic,Clinic,Pediatrics,NC,In-Network
PRV000469,Dr. Avery Lewis,Physician,Orthopedics,CA,In-Network
PRV000470,Evergreen Medical Clinic,Clinic,Multi-Specialty,NY,In-Network
PRV000471,Riverside Surgery Center,Ambulatory Surgical Center,Ambulatory Surgery,VA,In-Network
PRV000472,Dr. Jordan Carter,Physician,Dermatology,WA,In-Network
PRV000473,Dr. Morgan Irwin,Physician,Cardiology,CO,In-Network
PRV000474,Dr. Jordan Carter,Physician,Endocrinology,FL,In-Network
PRV000475,Dr. Avery Owens,Physician,Pediatrics,NC,In-Network
PRV000476,Dr. Avery Carter,Physician,Cardiology,OK,In-Network
PRV000477,Riverside Medical Clinic,Clinic,Multi-Specialty,VA,In-Network
PRV000478,Cedar Grove Urgent Care,Urgent Care,Urgent Care,TX,In-Network
PRV000479,Dr. Casey Adams,Physician,Endocrinology,NC,In-Network
PRV000480,Dr. Emerson Foster,Physician,OB/GYN,NJ,In-Network
PRV000481,Dr. Taylor Carter,Physician,Orthopedics,TX,Out-of-Network
PRV000482,Dr. Avery Grant,Physician,Cardiology,WI,Out-of-Network
PRV000483,Dr. Rowan King,Physician,Cardiology,NY,Out-of-Network
PRV000484,Dr. Morgan Lewis,Physician,Orthopedics,MO,In-Network
PRV000485,Gateway Surgery Center,Ambulatory Surgical Center,Ambulatory Surgery,TX,In-Network
PRV000486,Dr. Parker Foster,Physician,Gastroenterology,CO,In-Network
PRV000487,Dr. Reese Davis,Physician,Orthopedics,NY,In-Network
PRV000488,Dr. Jordan Lewis,Physician,Gastroenterology,DE,In-Network
PRV000489,Dr. Rowan Owens,Physician,Pediatrics,OH,In-Network
PRV000490,Blue Ridge Urgent Care,Urgent Care,Urgent Care,FL,Out-of-Network
PRV000491,Dr. Cameron Foster,Physician,Dermatology,MO,Out-of-Network
PRV000492,Lakeside Medical Clinic,Clinic,Multi-Specialty,WI,In-Network
PRV000493,Dr. Casey Morris,Physician,Endocrinology,OH,In-Network
PRV000494,Dr. Skyler Nelson,Physician,Orthopedics,CA,In-Network
PRV000495,Dr. Riley Morris,Physician,Orthopedics,CT,In-Network
PRV000496,Dr. Parker Bennett,Physician,OB/GYN,WI,In-Network
PRV000497,Cedar Grove Medical Center,Hospital,General Acute Care,TX,Out-of-Network
PRV000498,Dr. Parker Lewis,Physician,Dermatology,NY,In-Network
PRV000499,Northstar Medical Center,Hospital,General Acute Care,IN,In-Network
PRV000500,Dr. Jordan Bennett,Physician,Primary Care,NC,In-Network
PRV000501,Dr. Hayden Adams,Physician,Endocrinology,CA,In-Network
PRV000502,Dr. Drew King,Physician,Gastroenterology,NY,In-Network
PRV000503,Lakeside Medical Clinic,Clinic,Primary Care,NM,In-Network
PRV000504,Dr. Cameron Jordan,Physician,OB/GYN,NJ,In-Network
PRV000505,Blue Ridge Medical Clinic,Clinic,Pediatrics,NY,In-Network
PRV000506,Blue Ridge Medical Clinic,Clinic,Primary Care,CA,In-Network
PRV000507,Dr. Blake King,Physician,Orthopedics,IN,In-Network
PRV000508,Gateway Urgent Care,Urgent Care,Urgent Care,FL,In-Network
PRV000509,Gateway Imaging Center,Imaging Center,Diagnostic Imaging,FL,In-Network
PRV000510,Westfield Medical Center,Hospital,General Acute Care,KY,In-Network
PRV000511,Dr. Avery Grant,Physician,Neurology,LA,In-Network
PRV000512,Dr. Emerson Owens,Physician,Pediatrics,NY,In-Network
PRV000513,Dr. Drew Bennett,Physician,Cardiology,NE,In-Network
PRV000514,Dr. Avery Ellis,Physician,Endocrinology,SC,In-Network
PRV000515,Northstar Medical Clinic,Clinic,Pediatrics,IL,In-Network
PRV000516,Summit Clinical Laboratory,Laboratory,Clinical Laboratory,MD,In-Network
PRV000517,Northstar Medical Clinic,Clinic,Women's Health,TX,In-Network
PRV000518,Heritage Imaging Center,Imaging Center,Diagnostic Imaging,MN,In-Network
PRV000519,Cedar Grove Medical Center,Hospital,General Acute Care,NY,In-Network
PRV000520,Dr. Blake Morris,Physician,Pulmonology,MO,In-Network
PRV000521,Dr. Blake Irwin,Physician,Gastroenterology,NY,In-Network
PRV000522,Cedar Grove Surgery Center,Ambulatory Surgical Center,Ambulatory Surgery,CA,In-Network
PRV000523,Northstar Medical Center,Hospital,General Acute Care,MA,In-Network
PRV000524,Dr. Blake Nelson,Physician,Primary Care,MI,Out-of-Network
PRV000525,Dr. Jordan Irwin,Physician,Orthopedics,IN,In-Network
PRV000526,Dr. Avery Carter,Physician,Gastroenterology,FL,Out-of-Network
PRV000527,Dr. Hayden Hayes,Physician,Gastroenterology,PA,In-Network
PRV000528,Dr. Quinn Owens,Physician,Neurology,WV,Out-of-Network
PRV000529,Blue Ridge Medical Center,Hospital,General Acute Care,LA,In-Network
PRV000530,Dr. Quinn Price,Physician,Pediatrics,CA,In-Network
PRV000531,Dr. Skyler Bennett,Physician,Dermatology,NC,In-Network
PRV000532,Dr. Hayden Carter,Physician,Endocrinology,WI,In-Network
PRV000533,Dr. Drew Adams,Physician,Cardiology,WY,In-Network
PRV000534,Dr. Quinn Lewis,Physician,Dermatology,NY,In-Network
PRV000535,Dr. Hayden Grant,Physician,Pulmonology,OH,In-Network
PRV000536,Dr. Reese Grant,Physician,OB/GYN,NY,In-Network
PRV000537,Dr. Jordan Irwin,Physician,Pediatrics,NE,In-Network
PRV000538,Heritage Medical Clinic,Clinic,Primary Care,WA,In-Network
PRV000539,Dr. Casey Owens,Physician,Dermatology,OH,Out-of-Network
PRV000540,Dr. Emerson Adams,Physician,Primary Care,CA,Out-of-Network
PRV000541,Riverside Imaging Center,Imaging Center,Diagnostic Imaging,FL,Out-of-Network
PRV000542,Lakeside Urgent Care,Urgent Care,Urgent Care,WA,In-Network
PRV000543,Dr. Parker Price,Physician,Cardiology,NJ,In-Network
PRV000544,Lakeside Medical Center,Hospital,General Acute Care,WI,In-Network
PRV000545,Westfield Urgent Care,Urgent Care,Urgent Care,MO,In-Network
PRV000546,Dr. Casey Ellis,Physician,Dermatology,TX,In-Network
PRV000547,Summit Medical Center,Hospital,General Acute Care,CO,In-Network
PRV000548,Summit Medical Clinic,Clinic,Primary Care,FL,In-Network
PRV000549,Dr. Riley Jordan,Physician,OB/GYN,AR,In-Network
PRV000550,Dr. Parker Adams,Physician,Neurology,TX,In-Network
PRV000551,Pioneer Medical Center,Hospital,General Acute Care,AL,Out-of-Network
PRV000552,Dr. Drew Davis,Physician,Pediatrics,DE,In-Network
PRV000553,Lakeside Surgery Center,Ambulatory Surgical Center,Ambulatory Surgery,MO,In-Network
PRV000554,Blue Ridge Medical Clinic,Clinic,Women's Health,UT,Out-of-Network
PRV000555,Gateway Clinical Laboratory,Laboratory,Clinical Laboratory,WV,In-Network
PRV000556,Dr. Morgan Bennett,Physician,Neurology,CA,In-Network
PRV000557,Pioneer Imaging Center,Imaging Center,Diagnostic Imaging,SC,In-Network
PRV000558,Dr. Parker King,Physician,OB/GYN,NY,Out-of-Network
PRV000559,Westfield Medical Clinic,Clinic,Multi-Specialty,VA,In-Network
PRV000560,Dr. Riley King,Physician,Primary Care,MI,In-Network
PRV000561,Dr. Blake Price,Physician,Neurology,MI,In-Network
PRV000562,Dr. Jordan Adams,Physician,Pediatrics,NM,In-Network
PRV000563,Northstar Medical Clinic,Clinic,Multi-Specialty,WV,In-Network
PRV000564,Dr. Morgan Lewis,Physician,Dermatology,NV,In-Network
PRV000565,Dr. Taylor Grant,Physician,Primary Care,NY,In-Network
PRV000566,Lakeside Medical Center,Hospital,General Acute Care,KS,In-Network
PRV000567,Dr. Rowan Irwin,Physician,Neurology,MN,In-Network
PRV000568,Dr. Quinn Lewis,Physician,Gastroenterology,GA,In-Network
PRV000569,Evergreen Urgent Care,Urgent Care,Urgent Care,MI,In-Network
PRV000570,Dr. Morgan Davis,Physician,Neurology,ME,Out-of-Network
PRV000571,Dr. Reese Ellis,Physician,Gastroenterology,UT,In-Network
PRV000572,Dr. Skyler Grant,Physician,Cardiology,NC,In-Network
PRV000573,Blue Ridge Clinical Laboratory,Laboratory,Clinical Laboratory,PA,In-Network
PRV000574,Westfield Medical Clinic,Clinic,Pediatrics,CA,In-Network
PRV000575,Riverside Clinical Laboratory,Laboratory,Clinical Laboratory,NY,Out-of-Network
PRV000576,Evergreen Medical Center,Hospital,General Acute Care,WA,Out-of-Network
PRV000577,Westfield Surgery Center,Ambulatory Surgical Center,Ambulatory Surgery,CA,In-Network
PRV000578,Dr. Parker Morris,Physician,Cardiology,CA,In-Network
PRV000579,Dr. Hayden Carter,Physician,Pediatrics,TX,In-Network
PRV000580,Blue Ridge Clinical Laboratory,Laboratory,Clinical Laboratory,VA,In-Network
PRV000581,Riverside Medical Center,Hospital,General Acute Care,PA,Out-of-Network
PRV000582,Gateway Medical Center,Hospital,General Acute Care,OK,In-Network
PRV000583,Dr. Drew Adams,Physician,Endocrinology,NC,In-Network
PRV000584,Dr. Parker Owens,Physician,Gastroenterology,WA,In-Network
PRV000585,Dr. Taylor Jordan,Physician,Neurology,CA,In-Network
PRV000586,Cedar Grove Imaging Center,Imaging Center,Diagnostic Imaging,FL,In-Network
PRV000587,Pioneer Urgent Care,Urgent Care,Urgent Care,OR,In-Network
PRV000588,Dr. Cameron Price,Physician,Pulmonology,CA,In-Network
PRV000589,Dr. Skyler Bennett,Physician,Primary Care,GA,Out-of-Network
PRV000590,Summit Medical Clinic,Clinic,Pediatrics,OH,In-Network
PRV000591,Dr. Drew Grant,Physician,Neurology,TX,In-Network
PRV000592,Dr. Rowan Irwin,Physician,Orthopedics,WI,Out-of-Network
PRV000593,Pioneer Medical Clinic,Clinic,Women's Health,MI,In-Network
PRV000594,Pioneer Medical Clinic,Clinic,Pediatrics,CA,In-Network
PRV000595,Dr. Emerson Grant,Physician,Pediatrics,VA,Out-of-Network
PRV000596,Dr. Emerson Foster,Physician,Dermatology,VA,In-Network
PRV000597,Gateway Medical Clinic,Clinic,Women's Health,TX,In-Network
PRV000598,Westfield Urgent Care,Urgent Care,Urgent Care,MD,In-Network
PRV000599,Dr. Emerson Ellis,Physician,Neurology,TX,In-Network
PRV000600,Westfield Medical Clinic,Clinic,Pediatrics,NY,In-Network
PRV000601,Dr. Jordan Adams,Physician,Gastroenterology,MO,In-Network
PRV000602,Dr. Taylor Ellis,Physician,OB/GYN,IL,Out-of-Network
PRV000603,Northstar Medical Clinic,Clinic,Primary Care,CT,In-Network
PRV000604,Dr. Drew Irwin,Physician,Neurology,WA,In-Network
PRV000605,Dr. Cameron Irwin,Physician,Pulmonology,SC,Out-of-Network
PRV000606,Summit Medical Clinic,Clinic,Primary Care,IA,In-Network
PRV000607,Westfield Medical Center,Hospital,General Acute Care,VA,In-Network
PRV000608,Dr. Quinn Carter,Physician,Cardiology,IN,In-Network
PRV000609,Dr. Riley Hayes,Physician,Pulmonology,NC,Out-of-Network
PRV000610,Dr. Riley Hayes,Physician,Pediatrics,PA,In-Network
PRV000611,Dr. Drew Jordan,Physician,Pulmonology,CA,In-Network
PRV000612,Dr. Jordan Jordan,Physician,Endocrinology,WI,In-Network
PRV000613,Dr. Drew Hayes,Physician,Endocrinology,TX,Out-of-Network
PRV000614,Dr. Rowan Carter,Physician,OB/GYN,IL,Out-of-Network
PRV000615,Dr. Drew Ellis,Physician,Primary Care,CA,Out-of-Network
PRV000616,Summit Medical Center,Hospital,General Acute Care,PA,In-Network
PRV000617,Dr. Morgan Ellis,Physician,Primary Care,OH,In-Network
PRV000618,Summit Urgent Care,Urgent Care,Urgent Care,NJ,In-Network
PRV000619,Dr. Taylor King,Physician,Pediatrics,CT,In-Network
PRV000620,Pioneer Medical Center,Hospital,General Acute Care,IL,In-Network
PRV000621,Gateway Urgent Care,Urgent Care,Urgent Care,FL,Out-of-Network
PRV000622,Cedar Grove Medical Center,Hospital,General Acute Care,OH,Out-of-Network
PRV000623,Riverside Imaging Center,Imaging Center,Diagnostic Imaging,TX,In-Network
PRV000624,Heritage Medical Center,Hospital,General Acute Care,CA,In-Network
PRV000625,Evergreen Surgery Center,Ambulatory Surgical Center,Ambulatory Surgery,HI,In-Network
PRV000626,Dr. Blake Lewis,Physician,Cardiology,MD,In-Network
PRV000627,Westfield Imaging Center,Imaging Center,Diagnostic Imaging,CO,In-Network
PRV000628,Summit Surgery Center,Ambulatory Surgical Center,Ambulatory Surgery,OH,In-Network
PRV000629,Dr. Quinn Price,Physician,Cardiology,KS,In-Network
PRV000630,Dr. Riley Bennett,Physician,Pediatrics,TX,In-Network
PRV000631,Riverside Medical Clinic,Clinic,Women's Health,UT,In-Network
PRV000632,Heritage Medical Clinic,Clinic,Primary Care,MI,In-Network
PRV000633,Dr. Quinn Nelson,Physician,Cardiology,AR,In-Network
PRV000634,Evergreen Medical Clinic,Clinic,Pediatrics,WV,Out-of-Network
PRV000635,Dr. Jordan Lewis,Physician,Pulmonology,IL,In-Network
PRV000636,Dr. Quinn Carter,Physician,Gastroenterology,WI,In-Network
PRV000637,Dr. Avery Ellis,Physician,OB/GYN,PA,Out-of-Network
PRV000638,Northstar Medical Center,Hospital,General Acute Care,OH,In-Network
PRV000639,Lakeside Urgent Care,Urgent Care,Urgent Care,UT,In-Network
PRV000640,Lakeside Imaging Center,Imaging Center,Diagnostic Imaging,MS,Out-of-Network
PRV000641,Dr. Drew King,Physician,Orthopedics,OH,In-Network
PRV000642,Dr. Jordan Bennett,Physician,Dermatology,OH,Out-of-Network
PRV000643,Blue Ridge Medical Clinic,Clinic,Multi-Specialty,GA,In-Network
PRV000644,Heritage Medical Clinic,Clinic,Women's Health,WA,In-Network
PRV000645,Dr. Cameron Adams,Physician,OB/GYN,CA,In-Network
PRV000646,Cedar Grove Medical Clinic,Clinic,Pediatrics,FL,In-Network
PRV000647,Blue Ridge Medical Clinic,Clinic,Pediatrics,MN,In-Network
PRV000648,Dr. Parker Jordan,Physician,Gastroenterology,NC,Out-of-Network
PRV000649,Dr. Rowan Adams,Physician,Orthopedics,MI,In-Network
PRV000650,Riverside Medical Clinic,Clinic,Multi-Specialty,TN,In-Network
PRV000651,Dr. Emerson Irwin,Physician,Orthopedics,NC,In-Network
PRV000652,Dr. Emerson Irwin,Physician,Pediatrics,CA,Out-of-Network
PRV000653,Northstar Urgent Care,Urgent Care,Urgent Care,AR,In-Network
PRV000654,Dr. Skyler Carter,Physician,Gastroenterology,NJ,In-Network
PRV000655,Northstar Clinical Laboratory,Laboratory,Clinical Laboratory,OH,In-Network
PRV000656,Dr. Morgan Grant,Physician,Neurology,TX,In-Network
PRV000657,Riverside Medical Center,Hospital,General Acute Care,FL,In-Network
PRV000658,Westfield Medical Clinic,Clinic,Women's Health,CO,In-Network
PRV000659,Dr. Jordan Carter,Physician,Dermatology,KY,In-Network
PRV000660,Dr. Quinn Carter,Physician,Endocrinology,MO,In-Network
PRV000661,Heritage Medical Clinic,Clinic,Pediatrics,MN,In-Network
PRV000662,Summit Urgent Care,Urgent Care,Urgent Care,MI,In-Network
PRV000663,Dr. Parker Jordan,Physician,Primary Care,TX,In-Network
PRV000664,Blue Ridge Clinical Laboratory,Laboratory,Clinical Laboratory,TX,In-Network
PRV000665,Dr. Emerson Irwin,Physician,Cardiology,AZ,In-Network
PRV000666,Cedar Grove Medical Center,Hospital,General Acute Care,AL,In-Network
PRV000667,Dr. Reese Adams,Physician,Orthopedics,MI,In-Network
PRV000668,Dr. Cameron Foster,Physician,Orthopedics,PA,In-Network
PRV000669,Heritage Urgent Care,Urgent Care,Urgent Care,CA,In-Network
PRV000670,Dr. Cameron Lewis,Physician,Orthopedics,NY,Out-of-Network
PRV000671,Pioneer Medical Center,Hospital,General Acute Care,OH,Out-of-Network
PRV000672,Dr. Parker King,Physician,Dermatology,OH,In-Network
PRV000673,Dr. Cameron Owens,Physician,Neurology,TN,Out-of-Network
PRV000674,Dr. Drew Morris,Physician,Primary Care,CA,Out-of-Network
PRV000675,Evergreen Medical Center,Hospital,General Acute Care,TX,In-Network
PRV000676,Heritage Surgery Center,Ambulatory Surgical Center,Ambulatory Surgery,OH,In-Network
PRV000677,Northstar Medical Clinic,Clinic,Primary Care,TX,In-Network
PRV000678,Dr. Parker Morris,Physician,Neurology,CO,In-Network
PRV000679,Dr. Rowan Grant,Physician,Cardiology,NY,In-Network
PRV000680,Dr. Emerson Hayes,Physician,Pulmonology,KS,In-Network
PRV000681,Pioneer Medical Center,Hospital,General Acute Care,MD,In-Network
PRV000682,Dr. Skyler King,Physician,Primary Care,WI,In-Network
PRV000683,Westfield Imaging Center,Imaging Center,Diagnostic Imaging,FL,In-Network
PRV000684,Dr. Jordan Nelson,Physician,Cardiology,WA,In-Network
PRV000685,Dr. Drew Grant,Physician,Primary Care,CA,In-Network
PRV000686,Blue Ridge Imaging Center,Imaging Center,Diagnostic Imaging,CA,In-Network
PRV000687,Gateway Medical Center,Hospital,General Acute Care,NM,In-Network
PRV000688,Dr. Emerson Davis,Physician,Endocrinology,MA,In-Network
PRV000689,Evergreen Medical Clinic,Clinic,Primary Care,TX,In-Network
PRV000690,Dr. Rowan Ellis,Physician,Dermatology,NE,Out-of-Network
PRV000691,Dr. Quinn Bennett,Physician,Pulmonology,UT,In-Network
PRV000692,Dr. Rowan Ellis,Physician,Endocrinology,MI,Out-of-Network
PRV000693,Dr. Rowan Owens,Physician,Cardiology,TX,Out-of-Network
PRV000694,Dr. Casey Davis,Physician,Orthopedics,TX,Out-of-Network
PRV000695,Pioneer Medical Clinic,Clinic,Women's Health,KS,In-Network
PRV000696,Westfield Medical Clinic,Clinic,Primary Care,TX,In-Network
PRV000697,Westfield Medical Clinic,Clinic,Multi-Specialty,OH,In-Network
PRV000698,Dr. Quinn Foster,Physician,Neurology,AL,In-Network
PRV000699,Oak Valley Medical Center,Hospital,General Acute Care,MS,In-Network
PRV000700,Dr. Jordan Grant,Physician,OB/GYN,AL,In-Network
PRV000701,Dr. Morgan Foster,Physician,Primary Care,CA,In-Network
PRV000702,Summit Medical Center,Hospital,General Acute Care,IL,In-Network
PRV000703,Pioneer Medical Center,Hospital,General Acute Care,CO,In-Network
PRV000704,Dr. Riley Nelson,Physician,OB/GYN,NJ,In-Network
PRV000705,Riverside Medical Clinic,Clinic,Multi-Specialty,TX,In-Network
PRV000706,Dr. Cameron Irwin,Physician,Pediatrics,CA,In-Network
PRV000707,Dr. Quinn Nelson,Physician,Cardiology,NE,In-Network
PRV000708,Dr. Reese Hayes,Physician,Endocrinology,MI,In-Network
PRV000709,Blue Ridge Medical Clinic,Clinic,Pediatrics,CA,Out-of-Network
PRV000710,Dr. Blake Nelson,Physician,Primary Care,NC,In-Network
PRV000711,Dr. Emerson Davis,Physician,Dermatology,NJ,In-Network
PRV000712,Cedar Grove Imaging Center,Imaging Center,Diagnostic Imaging,OH,In-Network
PRV000713,Dr. Skyler Irwin,Physician,Pediatrics,GA,In-Network
PRV000714,Westfield Clinical Laboratory,Laboratory,Clinical Laboratory,GA,In-Network
PRV000715,Gateway Imaging Center,Imaging Center,Diagnostic Imaging,MI,In-Network
PRV000716,Dr. Taylor Nelson,Physician,Gastroenterology,MN,Out-of-Network
